host	logname	time	method	url	response	bytes	referer	useragent
burger.letters.com	-	804584254	GET	/shuttle/countdown/video/livevideo.gif	200	62171		
dd06-019.compuserve.com	-	804584257	GET	/shuttle/technology/images/launch_sites_8-small.gif	200	73728		
parsar.jpl.nasa.gov	-	804584263	GET	/history/mercury/mercury-goals.txt	200	421		
606-slip-2.nosc.mil	-	804584263	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg	304	0		
nbdyn34.dip.csuchico.edu	-	804584265	GET	/images/KSC-logosmall.gif	200	1204		
nbdyn34.dip.csuchico.edu	-	804584265	GET	/images/launch-logo.gif	200	1713		
parsar.jpl.nasa.gov	-	804584272	GET	/ksc.html	200	7074		
parsar.jpl.nasa.gov	-	804584272	GET	/images/ksclogo-medium.gif	200	5866		
parsar.jpl.nasa.gov	-	804584273	GET	/images/MOSAIC-logosmall.gif	200	363		
parsar.jpl.nasa.gov	-	804584273	GET	/images/USA-logosmall.gif	200	234		
parsar.jpl.nasa.gov	-	804584273	GET	/images/WORLD-logosmall.gif	200	669		
slip3-rz.uibk.ac.at	-	804584276	GET	/shuttle/countdown/	200	3985		
slip3-rz.uibk.ac.at	-	804584279	GET	/shuttle/countdown/count.gif	200	40310		
slip3-rz.uibk.ac.at	-	804584279	GET	/images/NASA-logosmall.gif	200	786		
slip3-rz.uibk.ac.at	-	804584279	GET	/images/KSC-logosmall.gif	200	1204		
202.6.90.68	-	804584302	GET	/shuttle/countdown/count.gif	200	0		
drjo018a165.embratel.net.br	-	804584308	GET	/shuttle/missions/sts-68/images/ksc.gif	200	122880		
n111.solano.community.net	-	804584316	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
sydney-ts-41.nstn.ca	-	804584320	GET	/shuttle/countdown/	200	3985		
202.6.90.68	-	804584325	GET	/shuttle/countdown/count.gif	200	40310		
nbdyn34.dip.csuchico.edu	-	804584328	GET	/shuttle/missions/sts-70/sts-70-patch.jpg	200	85936		
sydney-ts-41.nstn.ca	-	804584335	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
tty15-08.swipnet.se	-	804584338	GET	/shuttle/missions/sts-71/images/index71.gif	200	90112		
tty15-08.swipnet.se	-	804584339	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
whiteoaks.com	-	804584339	GET	/history/apollo/apollo-13/images/70HC431.GIF	200	59520		
sydney-ts-41.nstn.ca	-	804584355	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg	200	39654		
n111.solano.community.net	-	804584356	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.gif	200	21957		
piweba4y.prodigy.com	-	804584370	GET	/shuttle/technology/sts-newsref/stsover-prep.html	200	142215		
ppp2.atlantic.net	-	804584372	GET	/shuttle/countdown/	304	0		
ppp2.atlantic.net	-	804584373	GET	/shuttle/countdown/count.gif	304	0		
ppp2.atlantic.net	-	804584373	GET	/images/NASA-logosmall.gif	304	0		
ppp2.atlantic.net	-	804584373	GET	/images/KSC-logosmall.gif	304	0		
drjo018a165.embratel.net.br	-	804584375	GET	/mdss/MDSS.html	200	2727		
drjo018a165.embratel.net.br	-	804584378	GET	/mdss/s_md-2.gif	200	15528		
drjo018a165.embratel.net.br	-	804584379	GET	/mdss/station.gif	200	5878		
drjo018a165.embratel.net.br	-	804584379	GET	/mdss/s_delta2.gif	200	4109		
slip1.yab.com	-	804584380	GET	/shuttle/countdown/	200	3985		
alyssa.prodigy.com	-	804584381	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
drjo018a165.embratel.net.br	-	804584384	GET	/mdss/dcy2.gif	200	5679		
nbdyn34.dip.csuchico.edu	-	804584388	GET	/shuttle/resources/orbiters/discovery.html	200	6861		
ppp2.atlantic.net	-	804584389	GET	/cgi-bin/imagemap/countdown?101,143	302	96		
n111.solano.community.net	-	804584390	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.jpg	200	34029		
nbdyn34.dip.csuchico.edu	-	804584391	GET	/shuttle/resources/orbiters/discovery-logo.gif	200	4179		
s254n068ppp49.csun.edu	-	804584391	GET	/shuttle/missions/sts-71/movies/sts-71-mir-dock-2.mpg	200	139264		
drjo018a165.embratel.net.br	-	804584394	GET	/images/ksclogosmall.gif	200	3635		
drjo018a165.embratel.net.br	-	804584396	GET	/icon/constr.gif	200	1087		
tty15-08.swipnet.se	-	804584397	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
iue.gsfc.nasa.gov	-	804584399	GET	/history/mercury/mr-3/mr-3-patch-small.gif	200	19084		
tty15-08.swipnet.se	-	804584399	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
nbdyn34.dip.csuchico.edu	-	804584404	GET	/images/ksclogosmall.gif	200	3635		
nbdyn34.dip.csuchico.edu	-	804584404	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
202.33.84.230	-	804584406	GET	/ksc.html	200	7074		
gcsin1.gecm.com	-	804584407	GET	/shuttle/countdown/liftoff.html	200	4538		
gcsin1.gecm.com	-	804584408	GET	/images/NASA-logosmall.gif	200	786		
192.36.3.103	-	804584408	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
202.33.84.230	-	804584409	GET	/images/ksclogo-medium.gif	200	5866		
gcsin1.gecm.com	-	804584410	GET	/shuttle/countdown/video/livevideo.gif	200	49152		
ppp118.cs.mci.com	-	804584410	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
192.36.3.103	-	804584411	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	304	0		
202.33.84.230	-	804584412	GET	/images/MOSAIC-logosmall.gif	200	363		
202.33.84.230	-	804584412	GET	/images/NASA-logosmall.gif	200	786		
202.33.84.230	-	804584412	GET	/images/USA-logosmall.gif	200	234		
ad07-013.compuserve.com	-	804584413	GET	/shuttle/countdown/	200	3985		
202.33.84.230	-	804584414	GET	/images/WORLD-logosmall.gif	200	669		
tty15-08.swipnet.se	-	804584419	GET	/images/launch-logo.gif	200	1713		
192.36.3.103	-	804584424	GET	/images/KSC-logosmall.gif	304	0		
ip168.phx.primenet.com	-	804584426	GET	/shuttle/countdown/	200	3985		
ip168.phx.primenet.com	-	804584428	GET	/shuttle/countdown/count.gif	200	40310		
192.36.3.103	-	804584429	GET	/images/launch-logo.gif	304	0		
ip168.phx.primenet.com	-	804584429	GET	/images/NASA-logosmall.gif	200	786		
ip168.phx.primenet.com	-	804584429	GET	/images/KSC-logosmall.gif	200	1204		
s254n068ppp49.csun.edu	-	804584433	GET	/shuttle/missions/sts-71/movies/sts-71-mir-dock-2.mpg	200	49152		
n111.solano.community.net	-	804584433	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.gif	200	25814		
ad08-043.compuserve.com	-	804584434	GET	/shuttle/countdown/liftoff.html	200	4538		
202.33.84.230	-	804584436	GET	/shuttle/missions/missions.html	200	8677		
202.33.84.230	-	804584439	GET	/images/launchmedium.gif	200	11853		
ppp118.cs.mci.com	-	804584440	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.gif	200	31242		
202.33.84.230	-	804584442	GET	/images/KSC-logosmall.gif	200	1204		
606-slip-2.nosc.mil	-	804584444	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg	304	0		
nbdyn34.dip.csuchico.edu	-	804584445	GET	/ksc.html	200	7074		
drjo018a165.embratel.net.br	-	804584447	GET	/mdss/shuttleproc.html	200	2012		
nbdyn34.dip.csuchico.edu	-	804584450	GET	/images/ksclogo-medium.gif	200	5866		
drjo018a165.embratel.net.br	-	804584450	GET	/mdss/s_md-1.gif	200	5163		
ppp2.atlantic.net	-	804584452	GET	/cgi-bin/imagemap/countdown?327,271	302	98		
202.33.84.230	-	804584452	GET	/shuttle/missions/sts-65/sts-65-patch-small.gif	200	11757		
ppp2.atlantic.net	-	804584453	GET	/shuttle/countdown/liftoff.html	200	4538		
ad07-013.compuserve.com	-	804584460	GET	/shuttle/countdown/liftoff.html	200	4538		
ppp2.atlantic.net	-	804584469	GET	/shuttle/countdown/video/livevideo.gif	200	63435		
j15.ptl1.jaring.my	-	804584470	GET	/shuttle/countdown/	304	0		
j15.ptl1.jaring.my	-	804584470	GET	/shuttle/countdown/	304	0		
j15.ptl1.jaring.my	-	804584472	GET	/shuttle/countdown/count.gif	304	0		
j15.ptl1.jaring.my	-	804584473	GET	/images/NASA-logosmall.gif	304	0		
j15.ptl1.jaring.my	-	804584473	GET	/images/KSC-logosmall.gif	304	0		
202.33.84.230	-	804584475	GET	/shuttle/missions/sts-65/mission-sts-65.html	200	130811		
n111.solano.community.net	-	804584480	GET	/shuttle/missions/sts-71/images/KSC-95EC-0917.jpg	200	52491		
j15.ptl1.jaring.my	-	804584481	GET	/cgi-bin/imagemap/countdown?95,175	302	110		
j15.ptl1.jaring.my	-	804584483	GET	/shuttle/missions/sts-71/images/images.html	304	0		
yarrow.wt.com.au	-	804584486	GET	/shuttle/countdown/count.gif	200	40310		
202.6.90.68	-	804584497	GET	/ads/eds2_ad.gif	404	0		
tty15-08.swipnet.se	-	804584499	GET	/shuttle/resources/orbiters/atlantis.html	200	7025		
dyn119.dialin.rad.net.id	-	804584500	GET	/shuttle/countdown/	200	3985		
tty15-08.swipnet.se	-	804584502	GET	/shuttle/resources/orbiters/atlantis-logo.gif	200	4179		
dyn119.dialin.rad.net.id	-	804584503	GET	/shuttle/countdown/count.gif	200	40310		
tty15-08.swipnet.se	-	804584506	GET	/images/ksclogosmall.gif	200	3635		
dyn119.dialin.rad.net.id	-	804584507	GET	/images/NASA-logosmall.gif	200	786		
dyn119.dialin.rad.net.id	-	804584507	GET	/images/KSC-logosmall.gif	200	1204		
corp-uu.infoseek.com	-	804584508	GET	/software/winvn/faq/WINVNFAQ-Contents.html	200	3626		
ad08-043.compuserve.com	-	804584509	GET	/shuttle/countdown/video/livevideo.gif	200	63435		
ad07-013.compuserve.com	-	804584509	GET	/htbin/cdt_clock.pl	200	543		
tty15-08.swipnet.se	-	804584510	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
dyn-361.direct.ca	-	804584513	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
dyn-361.direct.ca	-	804584515	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
dallas15.dfw.net	-	804584515	GET	/history/apollo/apollo-1/apollo-1.html	200	3842		
dallas15.dfw.net	-	804584518	GET	/history/apollo/apollo-1/apollo-1-patch-small.gif	200	16979		
dallas15.dfw.net	-	804584519	GET	/history/apollo/images/footprint-logo.gif	200	4209		
dallas15.dfw.net	-	804584519	GET	/images/ksclogosmall.gif	200	3635		
202.33.84.230	-	804584530	GET	/facts/about_ksc.html	200	3977		
202.33.84.230	-	804584534	GET	/images/launchpalms-small.gif	200	11473		
202.6.90.68	-	804584538	GET	/misc/home.map?44,104	404	0		
200.10.225.49	-	804584552	GET	/shuttle/missions/sts-67/images/KSC-95EC-0390.gif	200	97220		
202.6.90.68	-	804584553	GET	/misc/home.map?44,104	404	0		
204.138.186.18	-	804584558	GET	/shuttle/countdown/	304	0		
192.36.3.103	-	804584559	GET	/shuttle/countdown/	200	3985		
dallas15.dfw.net	-	804584565	GET	/history/apollo/	200	6245		
n111.solano.community.net	-	804584566	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
dallas15.dfw.net	-	804584568	GET	/icons/blank.xbm	200	509		
dallas15.dfw.net	-	804584568	GET	/icons/menu.xbm	200	527		
n111.solano.community.net	-	804584569	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
dallas15.dfw.net	-	804584570	GET	/icons/text.xbm	200	527		
whiteoaks.com	-	804584571	GET	/history/apollo/apollo-13/images/70HC464.GIF	200	85750		
dallas15.dfw.net	-	804584573	GET	/history/apollo/apollo-13/	200	1732		
ip090.lax.primenet.com	-	804584574	GET	/shuttle/missions/missions.html	200	8677		
ip090.lax.primenet.com	-	804584576	GET	/images/launchmedium.gif	200	11853		
dallas15.dfw.net	-	804584577	GET	/icons/image.xbm	200	509		
204.138.186.18	-	804584578	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	13469		
ip090.lax.primenet.com	-	804584579	GET	/images/NASA-logosmall.gif	200	786		
ip090.lax.primenet.com	-	804584579	GET	/images/KSC-logosmall.gif	200	1204		
ppp118.cs.mci.com	-	804584580	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.jpg	200	45966		
n111.solano.community.net	-	804584582	GET	/images/KSC-logosmall.gif	304	0		
n111.solano.community.net	-	804584584	GET	/images/launch-logo.gif	304	0		
pool03-39.innet.be	-	804584584	GET	/shuttle/countdown/	200	3985		
192.36.3.103	-	804584584	GET	/images/NASA-logosmall.gif	304	0		
192.36.3.103	-	804584587	GET	/shuttle/countdown/count.gif	200	40310		
dallas15.dfw.net	-	804584587	GET	/history/apollo/apollo-13/apollo-13.html	200	18114		
pool03-39.innet.be	-	804584588	GET	/shuttle/countdown/count.gif	200	40310		
pool03-39.innet.be	-	804584588	GET	/images/NASA-logosmall.gif	200	786		
pool03-39.innet.be	-	804584588	GET	/images/KSC-logosmall.gif	200	1204		
dallas15.dfw.net	-	804584590	GET	/history/apollo/apollo-13/apollo-13-patch-small.gif	200	12859		
s254n068ppp49.csun.edu	-	804584594	GET	/cgi-bin/imagemap/countdown?355,123	302	97		
s254n068ppp49.csun.edu	-	804584596	GET	/shuttle/countdown/lps/fr.html	200	1879		
s254n068ppp49.csun.edu	-	804584598	GET	/shuttle/countdown/lps/fr.gif	200	30232		
s254n068ppp49.csun.edu	-	804584599	GET	/shuttle/countdown/lps/back.gif	200	1289		
j15.ptl1.jaring.my	-	804584600	GET	/shuttle/missions/sts-71/images/KSC-95EC-0443.jpg	200	115599		
burger.letters.com	-	804584601	GET	/shuttle/countdown/liftoff.html	304	0		
burger.letters.com	-	804584602	GET	/images/NASA-logosmall.gif	304	0		
202.6.90.68	-	804584606	GET	/Business/	404	0		
s254n068ppp49.csun.edu	-	804584614	GET	/shuttle/countdown/lps/fr.gif	200	30232		
burger.letters.com	-	804584615	GET	/shuttle/countdown/video/livevideo.gif	200	73245		
s254n068ppp49.csun.edu	-	804584616	GET	/shuttle/countdown/lps/fr.gif	200	30232		
ip090.lax.primenet.com	-	804584622	GET	/images/shuttle-patch-small.gif	200	4179		
202.6.90.68	-	804584622	GET	/misc/showcase/personal_edition/images/milan_banner.gif	404	0		
dialind.wantree.com.au	-	804584625	GET	/shuttle/countdown/video/livevideo.gif	200	40960		
www-d2.proxy.aol.com	-	804584626	GET	/shuttle/missions/sts-59/mission-sts-59.html	200	62368		
204.138.186.18	-	804584626	GET	/shuttle/missions/sts-70/sts-70-press-kit.txt	200	57344		
n111.solano.community.net	-	804584627	GET	/shuttle/countdown/	200	3985		
tty15-08.swipnet.se	-	804584627	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.txt	200	1224		
n111.solano.community.net	-	804584631	GET	/shuttle/countdown/count.gif	200	40310		
n111.solano.community.net	-	804584632	GET	/images/NASA-logosmall.gif	200	786		
pool03-39.innet.be	-	804584632	GET	/cgi-bin/imagemap/countdown?99,142	302	96		
ip090.lax.primenet.com	-	804584634	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	84907		
dialind.wantree.com.au	-	804584637	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.gif	200	40960		
s254n068ppp49.csun.edu	-	804584640	GET	/cgi-bin/imagemap/countdown?13,313	302	100		
www-d2.proxy.aol.com	-	804584640	GET	/shuttle/missions/sts-59/sts-59-patch-small.gif	200	12181		
s254n068ppp49.csun.edu	-	804584641	GET	/shuttle/countdown/countdown.html	200	3985		
ip090.lax.primenet.com	-	804584641	GET	/images/launch-logo.gif	200	1713		
204.138.186.18	-	804584643	GET	/shuttle/missions/sts-71/images/images.html	304	0		
nbdyn51.dip.csuchico.edu	-	804584645	GET	/ksc.html	200	7074		
202.33.84.251	-	804584645	GET	/images/KSC-logosmall.gif	200	1204		
ppp118.cs.mci.com	-	804584653	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.jpg	200	25439		
s254n068ppp49.csun.edu	-	804584662	GET	/shuttle/missions/sts-71/movies/movies.html	200	3092		
s254n068ppp49.csun.edu	-	804584665	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
lum4.nucl.nagoya-u.ac.jp	-	804584666	GET	/shuttle/countdown/	200	3985		
dallas15.dfw.net	-	804584667	GET	/facilities/lc39a.html	200	7008		
lum4.nucl.nagoya-u.ac.jp	-	804584668	GET	/shuttle/countdown/count.gif	200	40310		
nbdyn51.dip.csuchico.edu	-	804584668	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
lum4.nucl.nagoya-u.ac.jp	-	804584668	GET	/images/NASA-logosmall.gif	200	786		
lum4.nucl.nagoya-u.ac.jp	-	804584668	GET	/images/KSC-logosmall.gif	200	1204		
dallas15.dfw.net	-	804584669	GET	/images/lc39a-logo.gif	200	13116		
dallas15.dfw.net	-	804584676	GET	/images/kscmap-tiny.gif	200	2537		
204.138.186.18	-	804584679	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.gif	200	49152		
s254n068ppp49.csun.edu	-	804584687	GET	/shuttle/missions/sts-71/movies/sts-71-mir-dock-2.mpg	200	49152		
dialup-67.icon-stl.net	-	804584688	GET	/history/apollo/apollo-13/images/70HC467.GIF	200	65536		
n111.solano.community.net	-	804584691	GET	/shuttle/missions/sts-67/images/images.html	200	4464		
actcom.co.il	-	804584692	GET	/history/history.html	200	1502		
pool03-39.innet.be	-	804584696	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
202.6.90.68	-	804584699	GET	/Titles?qt=nasa	404	0		
actcom.co.il	-	804584700	GET	/history/apollo/images/apollo-small.gif	200	9630		
actcom.co.il	-	804584700	GET	/images/KSC-logosmall.gif	200	1204		
actcom.co.il	-	804584700	GET	/images/NASA-logosmall.gif	200	786		
pool03-39.innet.be	-	804584701	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
192.36.3.103	-	804584703	GET	/shuttle/missions/sts-71/sts-71-day-04-highlights.html	200	5544		
dialup-67.icon-stl.net	-	804584706	GET	/history/apollo/apollo-13/images/70HC353.GIF	200	73728		
202.6.90.68	-	804584706	GET	/misc/showcase/personal_edition/images/milan_banner.gif	404	0		
pool03-39.innet.be	-	804584712	GET	/images/launch-logo.gif	200	1713		
n111.solano.community.net	-	804584716	GET	/shuttle/missions/sts-67/mission-sts-67.html	200	21408		
n111.solano.community.net	-	804584718	GET	/shuttle/missions/sts-67/sts-67-patch-small.gif	200	17083		
ep.cis.csiro.au	-	804584719	GET	/shuttle/countdown/	200	3985		
ep.cis.csiro.au	-	804584721	GET	/images/NASA-logosmall.gif	200	786		
ep.cis.csiro.au	-	804584721	GET	/shuttle/countdown/count.gif	200	40310		
ep.cis.csiro.au	-	804584721	GET	/images/KSC-logosmall.gif	200	1204		
actcom.co.il	-	804584724	GET	/history/apollo/images/apollo.gif	200	28847		
s254n068ppp49.csun.edu	-	804584724	GET	/shuttle/missions/sts-71/movies/sts-71-mir-dock-2.mpg	200	49152		
202.6.90.68	-	804584729	GET	/images/home_igloo.gif	404	0		
202.6.90.68	-	804584729	GET	/misc/showcase/personal_edition/images/milan_banner.gif	404	0		
202.33.84.251	-	804584735	GET	/facts/about_ksc.html	200	3977		
tty15-08.swipnet.se	-	804584737	GET	/cgi-bin/imagemap/countdown?364,275	302	68		
204.138.186.18	-	804584738	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.jpg	200	73728		
202.33.84.251	-	804584739	GET	/images/launchpalms-small.gif	200	11473		
202.33.84.230	-	804584742	GET	/shuttle/countdown/	200	3985		
blv-pm1-ip1.halcyon.com	-	804584744	GET	/shuttle/countdown/liftoff.html	304	0		
202.33.84.230	-	804584745	GET	/shuttle/countdown/count.gif	200	40310		
blv-pm1-ip1.halcyon.com	-	804584751	GET	/images/NASA-logosmall.gif	304	0		
202.6.90.68	-	804584756	GET	/misc/showcase/personal_edition/images/milan_banner.gif	404	0		
ppp118.cs.mci.com	-	804584758	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg	200	39654		
slip-d8.rdrop.com	-	804584763	GET	/	200	7074		
202.6.90.68	-	804584764	GET	/Titles?qt=nasa	404	0		
portal.chevron.com	-	804584769	GET	/shuttle/countdown/	200	3985		
202.33.84.230	-	804584771	GET	/cgi-bin/imagemap/countdown?102,180	302	110		
slip-d8.rdrop.com	-	804584772	GET	/images/ksclogo-medium.gif	200	5866		
202.33.84.230	-	804584773	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
ra32.curtin.edu.au	-	804584774	GET	/shuttle/countdown/	200	3985		
blv-pm1-ip1.halcyon.com	-	804584774	GET	/shuttle/countdown/video/livevideo.gif	200	72761		
portal.chevron.com	-	804584776	GET	/shuttle/countdown/count.gif	200	40310		
portal.chevron.com	-	804584780	GET	/images/KSC-logosmall.gif	200	1204		
portal.chevron.com	-	804584780	GET	/images/NASA-logosmall.gif	200	786		
ra32.curtin.edu.au	-	804584781	GET	/shuttle/countdown/count.gif	200	40310		
ad08-043.compuserve.com	-	804584782	GET	/shuttle/resources/orbiters/atlantis.html	200	7025		
202.33.84.230	-	804584783	GET	/shuttle/missions/sts-71/images/KSC-95EC-0870.txt	200	690		
n113.solano.community.net	-	804584783	GET	/	200	7074		
n111.solano.community.net	-	804584784	GET	/shuttle/resources/orbiters/endeavour.html	200	6168		
ra32.curtin.edu.au	-	804584784	GET	/images/NASA-logosmall.gif	200	786		
n113.solano.community.net	-	804584785	GET	/images/ksclogo-medium.gif	200	5866		
ra32.curtin.edu.au	-	804584786	GET	/images/KSC-logosmall.gif	200	1204		
202.33.84.251	-	804584787	GET	/htbin/wais.pl	200	308		
n111.solano.community.net	-	804584788	GET	/shuttle/resources/orbiters/endeavour-logo.gif	200	5052		
ppp118.cs.mci.com	-	804584790	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.gif	200	29634		
n111.solano.community.net	-	804584791	GET	/images/ksclogosmall.gif	200	3635		
ip044.phx.primenet.com	-	804584792	GET	/shuttle/countdown/	200	3985		
slip-d8.rdrop.com	-	804584793	GET	/images/NASA-logosmall.gif	200	786		
dallas15.dfw.net	-	804584794	GET	/history/apollo/apollo-13/apollo-13-info.html	200	1583		
202.33.84.230	-	804584794	GET	/shuttle/missions/sts-71/movies/movies.html	200	3092		
ip044.phx.primenet.com	-	804584795	GET	/images/NASA-logosmall.gif	200	786		
ip044.phx.primenet.com	-	804584795	GET	/images/KSC-logosmall.gif	200	1204		
n111.solano.community.net	-	804584795	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
slip-d8.rdrop.com	-	804584795	GET	/images/MOSAIC-logosmall.gif	200	363		
202.33.84.230	-	804584796	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
ip044.phx.primenet.com	-	804584797	GET	/shuttle/countdown/count.gif	200	40310		
slip-d8.rdrop.com	-	804584797	GET	/images/USA-logosmall.gif	200	234		
slip-d8.rdrop.com	-	804584799	GET	/images/WORLD-logosmall.gif	200	669		
204.138.186.18	-	804584801	GET	/shuttle/missions/sts-71/images/KSC-95EC-0544.jpg	200	70128		
portal.chevron.com	-	804584802	GET	/cgi-bin/imagemap/countdown?97,151	302	96		
ad08-043.compuserve.com	-	804584805	GET	/shuttle/missions/sts-71/movies/sts-71-launch-3.mpg	200	130724		
ad08-043.compuserve.com	-	804584810	GET	/shuttle/resources/orbiters/atlantis-logo.gif	200	4179		
blv-pm2-ip29.halcyon.com	-	804584810	GET	/shuttle/countdown/	200	3985		
n111.solano.community.net	-	804584820	GET	/ksc.html	200	7074		
ad08-043.compuserve.com	-	804584821	GET	/images/ksclogosmall.gif	200	3635		
n111.solano.community.net	-	804584824	GET	/images/ksclogo-medium.gif	200	5866		
202.33.84.251	-	804584829	GET	/htbin/wais.pl?ear	200	6246		
dallas15.dfw.net	-	804584830	GET	/history/apollo/apollo-13/images/	200	1851		
ad08-043.compuserve.com	-	804584832	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
n111.solano.community.net	-	804584832	GET	/images/MOSAIC-logosmall.gif	200	363		
n111.solano.community.net	-	804584833	GET	/images/USA-logosmall.gif	200	234		
blv-pm2-ip29.halcyon.com	-	804584833	GET	/htbin/cdt_main.pl	200	3214		
n111.solano.community.net	-	804584835	GET	/images/WORLD-logosmall.gif	200	669		
dialup00004.cinet.itl.net	-	804584835	GET	/shuttle/countdown/liftoff.html	200	4538		
actcom.co.il	-	804584837	GET	/history/apollo/apollo.html	200	3258		
202.33.84.251	-	804584841	GET	/whats-new.html	200	17314		
actcom.co.il	-	804584843	GET	/history/apollo/images/footprint-small.gif	200	18149		
ra32.curtin.edu.au	-	804584844	GET	/cgi-bin/imagemap/countdown?317,273	302	98		
202.33.84.251	-	804584844	GET	/images/whatsnew.gif	200	651		
ra32.curtin.edu.au	-	804584847	GET	/shuttle/countdown/liftoff.html	200	4538		
dialup00004.cinet.itl.net	-	804584847	GET	/shuttle/countdown/video/livevideo.gif	200	49040		
disarray.demon.co.uk	-	804584850	GET	/shuttle/missions/sts-71/mission-sts-71.html	304	0		
csline03.rz.fh-reutlingen.de	-	804584851	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
z029.euronet.nl	-	804584851	GET	/shuttle/countdown/	200	3985		
slip-d8.rdrop.com	-	804584851	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
disarray.demon.co.uk	-	804584853	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	304	0		
actcom.co.il	-	804584854	GET	/history/apollo/images/apollo-logo.gif	200	3047		
actcom.co.il	-	804584854	GET	/images/ksclogosmall.gif	200	3635		
z029.euronet.nl	-	804584854	GET	/shuttle/countdown/count.gif	200	40310		
z029.euronet.nl	-	804584854	GET	/images/NASA-logosmall.gif	200	786		
z029.euronet.nl	-	804584854	GET	/images/KSC-logosmall.gif	200	1204		
202.33.84.230	-	804584855	GET	/shuttle/missions/sts-71/movies/sts-71-mir-dock.mpg	200	57344		
ra32.curtin.edu.au	-	804584858	GET	/shuttle/countdown/video/livevideo.gif	200	49040		
192.36.3.103	-	804584860	GET	/shuttle/missions/sts-71/sts-71-day-03-highlights.html	200	6104		
ip044.phx.primenet.com	-	804584861	GET	/cgi-bin/imagemap/countdown?88,139	302	96		
disarray.demon.co.uk	-	804584861	GET	/shuttle/countdown/	304	0		
disarray.demon.co.uk	-	804584864	GET	/shuttle/countdown/count.gif	304	0		
200.10.225.49	-	804584868	GET	/shuttle/missions/sts-67/images/KSC-95EC-0390.gif	200	81920		
disarray.demon.co.uk	-	804584868	GET	/images/NASA-logosmall.gif	304	0		
disarray.demon.co.uk	-	804584868	GET	/images/KSC-logosmall.gif	304	0		
ix-sd6-10.ix.netcom.com	-	804584873	GET	/news/sci.space.news/archive/sci-space-news-26-feb-1994-07.txt	200	98304		
dallas15.dfw.net	-	804584877	GET	/history/apollo/apollo-13/images/70HC314.GIF	200	101267		
dialup00004.cinet.itl.net	-	804584877	GET	/images/NASA-logosmall.gif	304	0		
dip097.pixi.com	-	804584885	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
ip044.phx.primenet.com	-	804584889	GET	/cgi-bin/imagemap/countdown?102,107	302	111		
ip044.phx.primenet.com	-	804584890	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
csline03.rz.fh-reutlingen.de	-	804584895	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.gif	200	25814		
ip044.phx.primenet.com	-	804584896	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
ip044.phx.primenet.com	-	804584909	GET	/images/launch-logo.gif	200	1713		
